timestamp,soil_moisture,temperature,light_level
2026-01-01 14:45:00+00:00,53.57,31.75,50.56
2026-01-01 15:00:00+00:00,53.23,31.88,49.68
2026-01-01 15:15:00+00:00,52.72,31.54,44.27
2026-01-01 15:30:00+00:00,52.67,31.58,45.83
2026-01-01 15:45:00+00:00,52.55,31.77,40.34
2026-01-01 16:00:00+00:00,52.34,30.82,33.35
2026-01-01 16:15:00+00:00,52.1,31.26,31.73
2026-01-01 16:30:00+00:00,52.05,30.97,27.08
2026-01-01 16:45:00+00:00,51.98,30.47,21.28
2026-01-01 17:00:00+00:00,51.92,29.95,19.48
2026-01-01 17:15:00+00:00,51.75,30.12,14.32
2026-01-01 17:30:00+00:00,51.47,29.64,9.49
2026-01-01 17:45:00+00:00,51.36,29.54,4.46
2026-01-01 18:00:00+00:00,51.26,29.15,0.86
2026-01-01 18:15:00+00:00,51.01,29.28,0.46
2026-01-01 18:30:00+00:00,50.75,28.37,0.12
2026-01-01 18:45:00+00:00,50.73,27.76,0.0
2026-01-01 19:00:00+00:00,50.78,27.75,3.39
2026-01-01 19:15:00+00:00,50.48,27.38,0.0
2026-01-01 19:30:00+00:00,50.25,27.33,0.86
2026-01-01 19:45:00+00:00,50.12,26.78,0.0
2026-01-01 20:00:00+00:00,50.01,26.25,3.52
2026-01-01 20:15:00+00:00,49.76,26.19,0.0
2026-01-01 20:30:00+00:00,49.89,25.0,0.0
2026-01-01 20:45:00+00:00,49.8,24.78,0.0
2026-01-01 21:00:00+00:00,49.74,24.31,0.65
2026-01-01 21:15:00+00:00,49.86,24.1,0.0
2026-01-01 21:30:00+00:00,49.66,23.43,0.0
2026-01-01 21:45:00+00:00,49.51,23.68,0.0
2026-01-01 22:00:00+00:00,49.2,23.07,0.48
2026-01-01 22:15:00+00:00,49.06,22.37,0.0
2026-01-01 22:30:00+00:00,48.72,22.18,0.0
2026-01-01 22:45:00+00:00,48.72,22.28,2.17
2026-01-01 23:00:00+00:00,48.67,22.15,0.0
2026-01-01 23:15:00+00:00,48.51,22.23,1.59
2026-01-01 23:30:00+00:00,48.38,22.26,0.0
2026-01-01 23:45:00+00:00,48.4,21.28,3.2
2026-01-02 00:00:00+00:00,48.14,20.13,1.5
2026-01-02 00:15:00+00:00,48.09,19.6,0.0
2026-01-02 00:30:00+00:00,48.12,20.16,0.0
2026-01-02 00:45:00+00:00,47.77,19.7,1.21
2026-01-02 01:00:00+00:00,47.79,19.7,0.0
2026-01-02 01:15:00+00:00,47.46,19.55,0.0
2026-01-02 01:30:00+00:00,47.36,19.63,2.54
2026-01-02 01:45:00+00:00,47.11,19.95,0.0
2026-01-02 02:00:00+00:00,47.24,19.67,0.18
2026-01-02 02:15:00+00:00,46.99,19.59,1.91
2026-01-02 02:30:00+00:00,46.66,19.36,1.62
2026-01-02 02:45:00+00:00,46.6,19.23,0.0
2026-01-02 03:00:00+00:00,46.46,19.68,0.0
2026-01-02 03:15:00+00:00,46.15,19.92,0.0
2026-01-02 03:30:00+00:00,46.14,20.61,0.0
2026-01-02 03:45:00+00:00,45.76,20.28,0.64
2026-01-02 04:00:00+00:00,45.51,20.72,0.0
2026-01-02 04:15:00+00:00,45.34,20.48,0.15
2026-01-02 04:30:00+00:00,45.37,20.51,2.08
2026-01-02 04:45:00+00:00,45.47,20.82,0.0
2026-01-02 05:00:00+00:00,45.54,21.16,0.0
2026-01-02 05:15:00+00:00,45.4,22.3,0.38
2026-01-02 05:30:00+00:00,44.93,21.72,0.0
2026-01-02 05:45:00+00:00,44.87,22.54,2.86
2026-01-02 06:00:00+00:00,44.98,22.35,1.82
2026-01-02 06:15:00+00:00,45.03,23.25,6.87
2026-01-02 06:30:00+00:00,44.96,23.44,16.15
2026-01-02 06:45:00+00:00,44.64,23.65,15.77
2026-01-02 07:00:00+00:00,44.41,24.06,24.89
2026-01-02 07:15:00+00:00,44.54,24.25,31.66
2026-01-02 07:30:00+00:00,44.15,24.97,34.99
2026-01-02 07:45:00+00:00,43.8,25.09,43.16
2026-01-02 08:00:00+00:00,43.76,25.25,45.9
2026-01-02 08:15:00+00:00,43.5,25.63,54.84
2026-01-02 08:30:00+00:00,43.12,26.46,60.69
2026-01-02 08:45:00+00:00,43.13,27.27,63.99
2026-01-02 09:00:00+00:00,42.98,27.22,64.34
2026-01-02 09:15:00+00:00,42.69,27.51,70.41
2026-01-02 09:30:00+00:00,42.28,28.0,77.47
2026-01-02 09:45:00+00:00,42.34,28.67,80.05
2026-01-02 10:00:00+00:00,42.09,28.69,77.95
2026-01-02 10:15:00+00:00,42.04,28.83,88.79
2026-01-02 10:30:00+00:00,41.9,29.61,89.17
2026-01-02 10:45:00+00:00,41.55,29.71,89.48
2026-01-02 11:00:00+00:00,41.2,30.32,94.94
2026-01-02 11:15:00+00:00,41.13,30.19,93.02
2026-01-02 11:30:00+00:00,41.08,30.01,94.02
2026-01-02 11:45:00+00:00,40.51,30.2,96.74
2026-01-02 12:00:00+00:00,40.3,31.31,99.79
2026-01-02 12:15:00+00:00,39.97,31.52,99.27
2026-01-02 12:30:00+00:00,39.52,31.11,96.12
2026-01-02 12:45:00+00:00,39.27,31.19,95.3
2026-01-02 13:00:00+00:00,38.76,31.86,94.53
2026-01-02 13:15:00+00:00,38.4,31.17,88.6
2026-01-02 13:30:00+00:00,37.98,31.3,90.19
2026-01-02 13:45:00+00:00,37.61,31.8,84.83
2026-01-02 14:00:00+00:00,37.31,31.5,83.97
2026-01-02 14:15:00+00:00,36.86,31.61,79.55
2026-01-02 14:30:00+00:00,36.8,31.52,77.34
2026-01-02 14:45:00+00:00,36.59,31.61,72.58
2026-01-02 15:00:00+00:00,36.57,31.84,61.9
2026-01-02 15:15:00+00:00,36.26,31.33,63.8
2026-01-02 15:30:00+00:00,35.9,31.36,59.86
2026-01-02 15:45:00+00:00,35.9,30.39,54.35
2026-01-02 16:00:00+00:00,35.55,30.8,47.91
2026-01-02 16:15:00+00:00,35.26,30.36,45.84
2026-01-02 16:30:00+00:00,35.12,30.02,37.45
2026-01-02 16:45:00+00:00,34.69,29.87,31.81
2026-01-02 17:00:00+00:00,34.56,29.76,26.99
2026-01-02 17:15:00+00:00,34.41,29.85,19.5
2026-01-02 17:30:00+00:00,34.38,28.88,10.76
2026-01-02 17:45:00+00:00,34.3,28.96,1.42
2026-01-02 18:00:00+00:00,34.29,28.48,0.0
2026-01-02 18:15:00+00:00,34.07,28.18,1.52
2026-01-02 18:30:00+00:00,33.73,28.22,0.0
2026-01-02 18:45:00+00:00,33.85,27.71,1.6
2026-01-02 19:00:00+00:00,33.43,27.58,0.3
2026-01-02 19:15:00+00:00,33.03,26.75,2.58
2026-01-02 19:30:00+00:00,32.95,26.2,0.0
2026-01-02 19:45:00+00:00,33.02,25.95,0.94
2026-01-02 20:00:00+00:00,32.88,25.69,1.01
2026-01-02 20:15:00+00:00,32.87,25.28,3.0
2026-01-02 20:30:00+00:00,32.43,24.51,0.0
2026-01-02 20:45:00+00:00,32.2,24.48,0.0
2026-01-02 21:00:00+00:00,31.78,24.14,1.7
2026-01-02 21:15:00+00:00,31.75,24.45,3.09
2026-01-02 21:30:00+00:00,31.38,23.89,0.48
2026-01-02 21:45:00+00:00,31.06,22.71,0.0
2026-01-02 22:00:00+00:00,31.02,22.54,1.51
2026-01-02 22:15:00+00:00,31.07,21.85,1.74
2026-01-02 22:30:00+00:00,30.94,21.79,0.0
2026-01-02 22:45:00+00:00,30.92,21.76,0.66
2026-01-02 23:00:00+00:00,30.9,21.74,2.36
2026-01-02 23:15:00+00:00,30.77,20.89,3.78
2026-01-02 23:30:00+00:00,30.51,20.66,1.49
2026-01-02 23:45:00+00:00,30.52,19.99,0.09
2026-01-03 00:00:00+00:00,30.52,20.75,0.0
2026-01-03 00:15:00+00:00,30.57,20.3,1.11
2026-01-03 00:30:00+00:00,30.53,20.29,0.0
2026-01-03 00:45:00+00:00,30.27,20.05,0.38
2026-01-03 01:00:00+00:00,30.29,20.17,0.0
2026-01-03 01:15:00+00:00,30.21,19.58,2.59
2026-01-03 01:30:00+00:00,30.06,19.61,0.0
2026-01-03 01:45:00+00:00,89.35,20.65,0.0
2026-01-03 02:00:00+00:00,89.41,19.61,0.2
2026-01-03 02:15:00+00:00,89.11,19.68,3.98
2026-01-03 02:30:00+00:00,88.87,20.6,0.0
2026-01-03 02:45:00+00:00,88.73,20.98,0.0
2026-01-03 03:00:00+00:00,88.89,19.85,0.0
2026-01-03 03:15:00+00:00,88.97,20.2,3.32
2026-01-03 03:30:00+00:00,88.63,20.56,0.0
2026-01-03 03:45:00+00:00,88.74,21.13,0.0
2026-01-03 04:00:00+00:00,88.85,20.5,5.46
2026-01-03 04:15:00+00:00,88.58,20.93,1.18
2026-01-03 04:30:00+00:00,88.1,21.47,0.0
2026-01-03 04:45:00+00:00,87.98,21.62,0.0
2026-01-03 05:00:00+00:00,88.05,21.64,0.13
2026-01-03 05:15:00+00:00,88.18,22.0,1.69
2026-01-03 05:30:00+00:00,87.93,21.93,3.68
2026-01-03 05:45:00+00:00,88.08,22.59,0.78
2026-01-03 06:00:00+00:00,87.62,22.92,0.0
2026-01-03 06:15:00+00:00,87.43,23.41,6.23
2026-01-03 06:30:00+00:00,87.23,23.53,7.89
2026-01-03 06:45:00+00:00,87.25,24.21,11.81
2026-01-03 07:00:00+00:00,87.29,24.75,14.89
2026-01-03 07:15:00+00:00,87.27,24.87,19.74
2026-01-03 07:30:00+00:00,86.9,25.32,25.43
2026-01-03 07:45:00+00:00,86.85,25.62,29.11
2026-01-03 08:00:00+00:00,86.73,26.0,36.2
2026-01-03 08:15:00+00:00,86.29,26.17,37.13
2026-01-03 08:30:00+00:00,85.78,26.87,37.02
2026-01-03 08:45:00+00:00,85.73,27.14,44.82
2026-01-03 09:00:00+00:00,85.47,28.18,49.36
2026-01-03 09:15:00+00:00,85.05,28.4,52.28
2026-01-03 09:30:00+00:00,84.78,28.41,59.48
2026-01-03 09:45:00+00:00,84.6,28.42,57.93
2026-01-03 10:00:00+00:00,84.35,28.66,63.37
2026-01-03 10:15:00+00:00,83.86,29.69,63.77
2026-01-03 10:30:00+00:00,83.88,29.73,65.64
2026-01-03 10:45:00+00:00,83.77,30.1,65.7
2026-01-03 11:00:00+00:00,83.46,29.72,68.6
2026-01-03 11:15:00+00:00,83.14,30.79,68.25
2026-01-03 11:30:00+00:00,82.91,30.89,70.88
2026-01-03 11:45:00+00:00,82.47,30.65,70.52
2026-01-03 12:00:00+00:00,82.23,31.05,69.26
2026-01-03 12:15:00+00:00,81.75,31.46,72.98
2026-01-03 12:30:00+00:00,81.45,31.56,71.39
2026-01-03 12:45:00+00:00,80.98,31.59,68.88
2026-01-03 13:00:00+00:00,80.52,31.76,69.01
2026-01-03 13:15:00+00:00,80.48,31.81,67.2
2026-01-03 13:30:00+00:00,80.2,31.99,63.99
2026-01-03 13:45:00+00:00,79.93,32.43,63.95
2026-01-03 14:00:00+00:00,79.35,31.23,60.37
2026-01-03 14:15:00+00:00,78.97,31.91,57.26
2026-01-03 14:30:00+00:00,78.76,32.0,53.2
2026-01-03 14:45:00+00:00,78.5,31.97,52.77
2026-01-03 15:00:00+00:00,77.89,31.68,51.44
2026-01-03 15:15:00+00:00,77.66,31.15,45.52
2026-01-03 15:30:00+00:00,77.43,31.64,48.35
2026-01-03 15:45:00+00:00,77.35,31.9,41.3
2026-01-03 16:00:00+00:00,76.99,30.73,38.18
2026-01-03 16:15:00+00:00,76.39,31.24,33.06
2026-01-03 16:30:00+00:00,75.98,30.66,30.93
2026-01-03 16:45:00+00:00,75.57,30.49,21.29
2026-01-03 17:00:00+00:00,75.44,29.92,13.29
2026-01-03 17:15:00+00:00,74.8,29.85,12.99
2026-01-03 17:30:00+00:00,74.5,30.04,10.4
2026-01-03 17:45:00+00:00,74.49,29.5,4.96
2026-01-03 18:00:00+00:00,74.27,29.52,0.55
2026-01-03 18:15:00+00:00,74.18,29.0,2.64
2026-01-03 18:30:00+00:00,73.73,28.42,0.76
2026-01-03 18:45:00+00:00,73.28,28.45,1.6
2026-01-03 19:00:00+00:00,73.3,27.68,0.0
2026-01-03 19:15:00+00:00,73.13,27.42,0.0
2026-01-03 19:30:00+00:00,72.96,26.69,3.23
2026-01-03 19:45:00+00:00,72.62,26.41,0.2
2026-01-03 20:00:00+00:00,72.46,25.79,0.0
2026-01-03 20:15:00+00:00,72.12,25.9,0.0
2026-01-03 20:30:00+00:00,72.15,24.86,0.0
2026-01-03 20:45:00+00:00,72.4,25.06,0.0
2026-01-03 21:00:00+00:00,72.33,24.39,0.0
2026-01-03 21:15:00+00:00,72.09,24.42,0.0
2026-01-03 21:30:00+00:00,71.57,23.93,0.0
2026-01-03 21:45:00+00:00,71.18,23.89,0.0
2026-01-03 22:00:00+00:00,71.28,23.22,2.21
2026-01-03 22:15:00+00:00,71.01,22.19,0.59
2026-01-03 22:30:00+00:00,70.84,22.32,0.53
2026-01-03 22:45:00+00:00,70.84,21.69,0.0
2026-01-03 23:00:00+00:00,70.96,21.6,0.0
2026-01-03 23:15:00+00:00,70.82,21.94,0.72
2026-01-03 23:30:00+00:00,70.65,21.43,1.43
2026-01-03 23:45:00+00:00,70.57,20.8,0.0
2026-01-04 00:00:00+00:00,70.38,20.97,2.16
2026-01-04 00:15:00+00:00,70.2,21.1,0.02
2026-01-04 00:30:00+00:00,70.17,20.56,1.59
2026-01-04 00:45:00+00:00,70.11,20.58,0.0
2026-01-04 01:00:00+00:00,70.34,20.76,0.0
2026-01-04 01:15:00+00:00,70.31,20.93,0.54
2026-01-04 01:30:00+00:00,70.39,20.7,1.45
2026-01-04 01:45:00+00:00,70.15,19.79,1.15
2026-01-04 02:00:00+00:00,70.14,20.56,0.84
2026-01-04 02:15:00+00:00,69.95,20.5,0.0
2026-01-04 02:30:00+00:00,69.91,20.64,0.0
2026-01-04 02:45:00+00:00,69.92,21.07,1.1
2026-01-04 03:00:00+00:00,69.85,20.05,0.85
2026-01-04 03:15:00+00:00,70.12,20.61,0.0
2026-01-04 03:30:00+00:00,70.24,21.1,2.22
2026-01-04 03:45:00+00:00,70.32,20.61,0.0
2026-01-04 04:00:00+00:00,70.33,21.71,0.0
2026-01-04 04:15:00+00:00,70.49,21.59,3.27
2026-01-04 04:30:00+00:00,70.17,21.96,1.74
2026-01-04 04:45:00+00:00,70.26,21.78,0.0
2026-01-04 05:00:00+00:00,70.0,22.47,0.57
2026-01-04 05:15:00+00:00,69.79,22.83,0.31
2026-01-04 05:30:00+00:00,69.75,22.88,0.0
2026-01-04 05:45:00+00:00,69.81,23.2,0.0
2026-01-04 06:00:00+00:00,69.5,23.55,0.0
2026-01-04 06:15:00+00:00,69.29,23.55,4.91
2026-01-04 06:30:00+00:00,69.16,24.13,11.71
2026-01-04 06:45:00+00:00,68.97,24.49,19.02
2026-01-04 07:00:00+00:00,68.93,25.03,21.59
2026-01-04 07:15:00+00:00,69.27,25.6,25.5
2026-01-04 07:30:00+00:00,69.16,25.37,33.53
2026-01-04 07:45:00+00:00,68.86,26.04,37.35
2026-01-04 08:00:00+00:00,68.46,26.91,42.65
2026-01-04 08:15:00+00:00,68.21,26.64,47.15
2026-01-04 08:30:00+00:00,67.85,27.0,56.79
2026-01-04 08:45:00+00:00,67.7,27.7,52.17
2026-01-04 09:00:00+00:00,67.54,28.27,59.98
2026-01-04 09:15:00+00:00,67.23,28.4,64.59
2026-01-04 09:30:00+00:00,67.27,29.16,66.6
2026-01-04 09:45:00+00:00,66.91,29.38,73.24
2026-01-04 10:00:00+00:00,66.63,29.72,76.03
2026-01-04 10:15:00+00:00,66.45,29.97,76.96
2026-01-04 10:30:00+00:00,66.31,30.82,78.83
2026-01-04 10:45:00+00:00,66.22,30.36,81.13
2026-01-04 11:00:00+00:00,66.01,30.11,82.78
2026-01-04 11:15:00+00:00,65.88,31.46,84.11
2026-01-04 11:30:00+00:00,65.49,31.09,84.8
2026-01-04 11:45:00+00:00,65.33,31.49,86.24
2026-01-04 12:00:00+00:00,65.16,32.06,87.42
2026-01-04 12:15:00+00:00,65.1,31.37,83.27
2026-01-04 12:30:00+00:00,64.55,31.63,83.08
2026-01-04 12:45:00+00:00,64.12,31.67,80.77
2026-01-04 13:00:00+00:00,63.94,32.02,84.72
2026-01-04 13:15:00+00:00,63.23,32.48,81.86
2026-01-04 13:30:00+00:00,63.0,32.57,80.39
2026-01-04 13:45:00+00:00,62.85,32.54,74.2
2026-01-04 14:00:00+00:00,62.47,32.04,77.98
2026-01-04 14:15:00+00:00,62.11,31.76,70.22
2026-01-04 14:30:00+00:00,61.65,32.43,68.5
2026-01-04 14:45:00+00:00,61.27,32.21,66.3
2026-01-04 15:00:00+00:00,60.9,32.4,58.78
2026-01-04 15:15:00+00:00,60.51,32.36,55.56
2026-01-04 15:30:00+00:00,60.11,32.05,52.66
2026-01-04 15:45:00+00:00,59.78,32.08,53.45
2026-01-04 16:00:00+00:00,59.46,31.73,43.56
2026-01-04 16:15:00+00:00,59.47,31.61,41.21
2026-01-04 16:30:00+00:00,59.15,31.02,35.29
2026-01-04 16:45:00+00:00,58.94,30.92,28.35
2026-01-04 17:00:00+00:00,58.6,30.77,20.26
2026-01-04 17:15:00+00:00,58.26,30.67,18.88
2026-01-04 17:30:00+00:00,57.77,30.0,8.22
2026-01-04 17:45:00+00:00,57.3,29.96,8.82
2026-01-04 18:00:00+00:00,56.9,29.39,0.4
2026-01-04 18:15:00+00:00,56.71,29.09,0.0
2026-01-04 18:30:00+00:00,56.66,29.01,0.0
2026-01-04 18:45:00+00:00,56.19,27.8,1.31
2026-01-04 19:00:00+00:00,55.92,27.63,0.0
2026-01-04 19:15:00+00:00,55.52,27.19,1.43
2026-01-04 19:30:00+00:00,55.31,26.55,0.0
2026-01-04 19:45:00+00:00,55.29,26.66,0.0
2026-01-04 20:00:00+00:00,55.04,26.69,0.0
2026-01-04 20:15:00+00:00,54.86,25.99,0.06
2026-01-04 20:30:00+00:00,54.92,25.74,0.0
2026-01-04 20:45:00+00:00,54.82,25.62,2.45
2026-01-04 21:00:00+00:00,54.54,25.31,0.0
2026-01-04 21:15:00+00:00,54.42,24.52,0.63
2026-01-04 21:30:00+00:00,54.15,24.58,0.14
2026-01-04 21:45:00+00:00,54.07,23.84,0.0
2026-01-04 22:00:00+00:00,54.02,23.22,0.0
2026-01-04 22:15:00+00:00,53.69,22.96,0.02
2026-01-04 22:30:00+00:00,53.6,22.37,3.96
2026-01-04 22:45:00+00:00,53.47,22.24,1.16
2026-01-04 23:00:00+00:00,53.44,22.12,0.0
2026-01-04 23:15:00+00:00,53.45,22.2,0.0
2026-01-04 23:30:00+00:00,53.41,22.22,1.47
2026-01-04 23:45:00+00:00,53.27,21.06,0.0
2026-01-05 00:00:00+00:00,53.32,20.41,2.28
2026-01-05 00:15:00+00:00,53.11,19.8,0.0
2026-01-05 00:30:00+00:00,52.83,20.09,0.7
2026-01-05 00:45:00+00:00,52.27,19.77,1.69
2026-01-05 01:00:00+00:00,52.18,19.15,0.0
2026-01-05 01:15:00+00:00,51.98,19.89,0.0
2026-01-05 01:30:00+00:00,51.95,19.36,0.05
2026-01-05 01:45:00+00:00,51.58,19.34,1.09
2026-01-05 02:00:00+00:00,51.4,19.17,0.0
2026-01-05 02:15:00+00:00,51.39,19.31,1.95
2026-01-05 02:30:00+00:00,51.16,19.67,0.0
2026-01-05 02:45:00+00:00,51.14,19.55,0.0
2026-01-05 03:00:00+00:00,50.97,19.79,3.95
2026-01-05 03:15:00+00:00,50.89,19.92,0.0
2026-01-05 03:30:00+00:00,50.89,20.34,0.0
2026-01-05 03:45:00+00:00,50.95,20.01,0.0
2026-01-05 04:00:00+00:00,50.89,19.85,0.13
2026-01-05 04:15:00+00:00,50.67,20.82,0.0
2026-01-05 04:30:00+00:00,50.52,20.63,0.0
2026-01-05 04:45:00+00:00,50.51,21.31,0.0
2026-01-05 05:00:00+00:00,50.26,21.36,0.35
2026-01-05 05:15:00+00:00,50.13,21.5,0.0
2026-01-05 05:30:00+00:00,49.96,21.94,3.76
2026-01-05 05:45:00+00:00,49.82,22.74,0.0
2026-01-05 06:00:00+00:00,49.54,23.11,1.16
2026-01-05 06:15:00+00:00,49.14,22.86,1.27
2026-01-05 06:30:00+00:00,49.09,23.24,7.1
2026-01-05 06:45:00+00:00,49.09,23.89,10.68
2026-01-05 07:00:00+00:00,48.68,23.68,18.89
2026-01-05 07:15:00+00:00,48.58,24.42,18.64
2026-01-05 07:30:00+00:00,48.58,24.7,25.1
2026-01-05 07:45:00+00:00,48.49,25.19,25.95
2026-01-05 08:00:00+00:00,48.26,25.24,29.9
2026-01-05 08:15:00+00:00,47.94,25.41,33.74
2026-01-05 08:30:00+00:00,47.77,25.65,40.08
2026-01-05 08:45:00+00:00,47.61,26.33,36.85
2026-01-05 09:00:00+00:00,47.42,26.91,40.94
2026-01-05 09:15:00+00:00,47.18,27.33,42.43
2026-01-05 09:30:00+00:00,46.79,28.37,46.71
2026-01-05 09:45:00+00:00,46.62,28.48,49.61
2026-01-05 10:00:00+00:00,46.46,28.2,50.14
2026-01-05 10:15:00+00:00,46.25,28.93,53.8
2026-01-05 10:30:00+00:00,46.03,29.02,52.9
2026-01-05 10:45:00+00:00,46.03,29.36,56.31
2026-01-05 11:00:00+00:00,45.68,29.79,61.92
2026-01-05 11:15:00+00:00,45.61,30.19,61.24
2026-01-05 11:30:00+00:00,45.24,30.15,61.47
2026-01-05 11:45:00+00:00,45.13,30.8,59.48
2026-01-05 12:00:00+00:00,45.05,30.34,58.55
2026-01-05 12:15:00+00:00,44.73,30.87,59.21
2026-01-05 12:30:00+00:00,44.7,31.81,61.01
2026-01-05 12:45:00+00:00,44.49,31.24,62.17
2026-01-05 13:00:00+00:00,44.07,31.72,61.33
2026-01-05 13:15:00+00:00,43.73,31.4,59.61
2026-01-05 13:30:00+00:00,43.62,31.61,55.45
2026-01-05 13:45:00+00:00,43.48,31.46,55.31
2026-01-05 14:00:00+00:00,43.04,31.44,52.72
2026-01-05 14:15:00+00:00,42.75,31.24,50.83
2026-01-05 14:30:00+00:00,42.5,31.57,52.96
2026-01-05 14:45:00+00:00,42.15,31.12,42.8
2026-01-05 15:00:00+00:00,42.23,31.49,43.1
2026-01-05 15:15:00+00:00,41.99,31.5,43.05
2026-01-05 15:30:00+00:00,41.72,31.14,34.58
2026-01-05 15:45:00+00:00,41.64,30.79,32.95
2026-01-05 16:00:00+00:00,41.33,30.82,29.75
2026-01-05 16:15:00+00:00,41.23,30.39,26.81
2026-01-05 16:30:00+00:00,40.73,30.53,20.39
2026-01-05 16:45:00+00:00,40.43,29.45,21.0
2026-01-05 17:00:00+00:00,40.36,29.63,17.28
2026-01-05 17:15:00+00:00,40.37,28.85,13.04
2026-01-05 17:30:00+00:00,40.04,28.7,6.3
2026-01-05 17:45:00+00:00,39.69,29.23,4.2
2026-01-05 18:00:00+00:00,39.56,28.76,0.0
2026-01-05 18:15:00+00:00,39.27,27.93,0.0
2026-01-05 18:30:00+00:00,39.04,27.34,4.31
2026-01-05 18:45:00+00:00,38.99,26.53,0.19
2026-01-05 19:00:00+00:00,38.73,26.88,0.0
2026-01-05 19:15:00+00:00,38.24,27.39,0.36
2026-01-05 19:30:00+00:00,37.87,26.4,0.0
2026-01-05 19:45:00+00:00,37.7,25.72,0.0
2026-01-05 20:00:00+00:00,37.26,25.63,0.0
2026-01-05 20:15:00+00:00,37.07,24.63,0.0
2026-01-05 20:30:00+00:00,36.71,24.62,1.87
2026-01-05 20:45:00+00:00,36.81,24.35,1.16
2026-01-05 21:00:00+00:00,36.99,23.91,1.05
2026-01-05 21:15:00+00:00,36.7,23.8,0.0
2026-01-05 21:30:00+00:00,36.61,23.3,0.0
2026-01-05 21:45:00+00:00,36.34,23.04,0.54
2026-01-05 22:00:00+00:00,36.18,22.28,0.0
2026-01-05 22:15:00+00:00,36.33,22.43,0.0
2026-01-05 22:30:00+00:00,36.14,22.33,0.88
2026-01-05 22:45:00+00:00,36.0,21.24,0.0
2026-01-05 23:00:00+00:00,35.77,20.98,0.45
2026-01-05 23:15:00+00:00,35.84,21.38,3.19
2026-01-05 23:30:00+00:00,35.26,20.67,0.0
2026-01-05 23:45:00+00:00,35.1,20.92,2.36
2026-01-06 00:00:00+00:00,35.01,19.51,1.12
